spinn_enabled_solution_u,spinn_enabled_dynamical_F,solution_u_subnet_args_output_dim,solution_u_subnet_args_layers_num,solution_u_subnet_args_hidden_dim,solution_u_subnet_args_dropout,solution_u_subnet_args_activation,dynamical_F_subnet_args_output_dim,dynamical_F_subnet_args_layers_num,dynamical_F_subnet_args_hidden_dim,dynamical_F_subnet_args_dropout,dynamical_F_subnet_args_activation,model_id,num_params,MAE,MAPE,RMSE,batch,solution_u_args_layers_num,solution_u_args_hidden_dim,solution_u_args_dropout,solution_u_args_activation,dynamical_F_args_layers_num,dynamical_F_args_hidden_dim,dynamical_F_args_dropout,dynamical_F_args_activation
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,122,10448,0.014163777232170105,1.524825,0.018811758659950512,4-4,,,,,3.0,40.0,0.0,leaky-relu
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,215,38366,0.013796474784612656,1.4876875,0.018863257932855915,4-4,3.0,60.0,0.0,leaky-relu,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,45,79532,0.011668605729937553,1.2732162,0.01892090997387934,4-4,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,88,7660,0.011895864270627499,1.2927002,0.018966821346192535,4-4,,,,,2.0,20.0,0.0,leaky-relu
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,235,14291,0.014135333709418774,1.5292138,0.01900255441635721,4-4,5.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,204,34286,0.013428285717964172,1.4516052,0.019028603961808763,4-4,3.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,218,6331,0.015817943960428238,1.677239,0.019067175774909458,4-4,5.0,20.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,145,7455,0.012562478892505169,1.3659296,0.019074148548074373,4-4,,,,,5.0,40.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,130,9128,0.012371856719255447,1.3476765,0.01911399506920538,4-4,,,,,3.0,60.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,30,12977,0.013364910148084164,1.451832,0.019279932093027165,4-4,,,,,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,211,11486,0.015125337056815624,1.6203078,0.019291745153857117,4-4,3.0,60.0,0.0,leaky-relu,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,40,14012,0.01399961207062006,1.5051069,0.01936470264858071,4-4,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,58,13604,0.012756756506860256,1.3857039,0.01965643061436826,4-4,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,15,34163,0.013359775766730309,1.4555614,0.01971660001868101,4-4,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,151,13320,0.011733012273907661,1.2798198,0.0198983085486892,4-4,,,,,5.0,40.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,38,12017,0.013265150599181652,1.4435068,0.019948789295114,4-4,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,61,21164,0.01227489486336708,1.333598,0.02001313654020851,4-4,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,133,12800,0.011758132837712765,1.2799702,0.02002821710615664,4-4,,,,,3.0,60.0,0.0,leaky-relu
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,198,73006,0.012516596354544163,1.367945,0.020253851964292916,4-4,3.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,208,6971,0.013935047201812267,1.5047728,0.020454490687060366,4-4,3.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,194,15886,0.01277585607022047,1.3827924,0.020588501078658086,4-4,3.0,20.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,160,20120,0.012035513296723366,1.3153322,0.02067212359614299,4-4,,,,,5.0,60.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,60,38804,0.012369717471301556,1.3487678,0.020809718683447744,4-4,,,,,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,187,15386,0.014669970609247684,1.5929327,0.020847744601475076,4-4,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,212,19886,0.01646331138908863,1.758581,0.020891348302637495,4-4,3.0,60.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,127,6935,0.013942906633019447,1.5213658,0.021007350465691507,4-4,,,,,3.0,60.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,106,9140,0.014567076228559017,1.5794201,0.021325361460112602,4-4,,,,,2.0,60.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,37,9497,0.01341419667005539,1.4573479,0.021531532156807347,4-4,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,33,35132,0.014701150357723236,1.5953746,0.02170013599620259,4-4,,,,,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,186,33026,0.015886768698692322,1.7173314,0.02194589004494204,4-4,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,197,34366,0.015753040090203285,1.6901712,0.022000714771776095,4-4,3.0,20.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,63,79124,0.014681780710816383,1.5925093,0.022024336279191863,4-4,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,103,5468,0.013883352279663086,1.5124525,0.02217971017125225,4-4,,,,,2.0,60.0,0.0,leaky-relu
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,202,9086,0.016309740021824837,1.7621344,0.0222264062095772,4-4,3.0,40.0,0.0,leaky-relu,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,64,18473,0.01782439462840557,1.9069657,0.02298699222619571,4-4,,,,,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,184,7826,0.017535964027047157,1.8946258,0.02300510551269382,4-4,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,165,10111,0.017869699746370316,1.9160231,0.023391269497777274,4-4,2.0,20.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,9,73259,0.015250318683683872,1.6557661,0.023528388492693016,4-4,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,59,22004,0.015897847712039948,1.7349385,0.02357432911166738,4-4,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,17,35843,0.018593287095427513,2.0079002,0.023693104063587215,4-4,,,,,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,189,73346,0.015575218014419079,1.6922243,0.0239211121693843,4-4,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,176,15846,0.0179725531488657,1.9382719,0.02436178093098465,4-4,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,220,8326,0.0172362569719553,1.8713305,0.024371759003579498,4-4,5.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,192,10531,0.014506909064948559,1.5786769,0.024374408705199913,4-4,3.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,178,15006,0.01819518394768238,1.9500984,0.024536504078423744,4-4,2.0,40.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,56,11609,0.01765301637351513,1.9158583,0.024564092514792468,4-4,,,,,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,183,10871,0.018182193860411644,1.9620879,0.02462959991161926,4-4,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,179,34326,0.02199438400566578,2.3407423,0.024813603784857384,4-4,2.0,40.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,91,2535,0.021784517914056778,2.3364453,0.025405724556455418,4-4,,,,,2.0,40.0,0.0,leaky-relu
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,214,19046,0.01786799542605877,1.9159853,0.025553482479672436,4-4,3.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,171,72586,0.020824076607823372,2.249933,0.025557194008846963,4-4,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,199,4571,0.016004107892513275,1.7339505,0.025844949811053727,4-4,3.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,191,5491,0.018769396468997,2.007286,0.025952918228761696,4-4,3.0,20.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,28,5417,0.018961047753691673,2.052243,0.026039150359852183,4-4,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,124,10040,0.0201119277626276,2.1702328,0.026852957651474635,4-4,,,,,3.0,40.0,0.0,leaky-relu
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,166,7066,0.019890008494257927,2.1427538,0.02725456799899361,4-4,2.0,20.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,4,7739,0.01783694326877594,1.9469371,0.027337005328363095,4-4,,,,,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,224,35206,0.024493874981999397,2.5935543,0.027599608624937266,4-4,5.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,180,72966,0.02100929245352745,2.234439,0.027763295415968663,4-4,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,163,2551,0.017456404864788055,1.88892,0.02776525563866205,4-4,2.0,20.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,1,3224,0.023423325270414352,2.5091207,0.02779453872634779,4-4,,,,,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,167,15466,0.020585499703884125,2.2264023,0.028153302146667315,4-4,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,170,33946,0.02391444891691208,2.5314808,0.02861523292024143,4-4,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,205,16646,0.020819948986172676,2.2553701,0.028643853329554433,4-4,3.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,172,2931,0.021590203046798706,2.3088346,0.02872354168339706,4-4,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,190,2971,0.021842604503035545,2.3392122,0.028905447098174785,4-4,3.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,182,5831,0.01860124059021473,2.021176,0.028945681541293667,4-4,2.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,175,7446,0.017373180016875267,1.8742787,0.029049505527171757,4-4,2.0,40.0,0.0,leaky-relu,,,,
-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,13662,0.025440894067287445,2.7121847,0.02930505658190356,4-4,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,13,8963,0.020084969699382782,2.1914845,0.030281883838078054,4-4,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,2,5744,0.023403266444802284,2.5201828,0.03034808584501604,4-4,,,,,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,181,3311,0.02444564737379551,2.6348078,0.030665627898210573,4-4,2.0,60.0,0.0,leaky-relu,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,55,9089,0.024213619530200958,2.5711718,0.03084974240458209,4-4,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,100,3275,0.027126552537083626,2.9360652,0.03285732485801017,4-4,,,,,2.0,60.0,0.0,leaky-relu
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,188,34706,0.024735750630497932,2.6740632,0.032971803503417246,4-4,2.0,60.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,29,7937,0.020882394164800644,2.2771604,0.03400427904094489,4-4,,,,,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,168,32266,0.026243606582283974,2.8304386,0.03626952373410067,4-4,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,164,5071,0.02230665646493435,2.3932157,0.036659001757490935,4-4,2.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,177,32646,0.02663262002170086,2.8527722,0.037823469584573506,4-4,2.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,173,5451,0.030932892113924026,3.3177428,0.039058701509326485,4-4,2.0,40.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,118,4175,0.03378686308860779,3.6022682,0.040080732085108664,4-4,,,,,3.0,40.0,0.0,leaky-relu
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,169,14626,0.033889040350914,3.65325,0.0451866747029245,4-4,2.0,20.0,0.0,leaky-relu,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,109,2215,0.03430695831775665,3.6445208,0.046151387418249604,4-4,,,,,3.0,20.0,0.0,leaky-relu
True,True,5.0,2.0,8.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,5,16139,0.03484971076250076,3.7506516,0.04697087040637072,4-4,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,7,15299,0.08873241394758224,9.417521,0.10795970573167044,4-4,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,44,40892,0.004760642070323229,0.5187006,0.007652563677542737,5-5,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,36,75452,0.0044881319627165794,0.49149442,0.007739090287790145,5-5,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,60,38804,0.00468424940481782,0.51289916,0.007768077207777558,5-5,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,72,88508,0.0045103710144758224,0.49540275,0.007789426636993371,5-5,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,155,15479,0.00481555238366127,0.5267364,0.007823747402715174,5-5,,,,,5.0,60.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,66,26033,0.004199284594506025,0.46277046,0.007864821587778872,5-5,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,15,34163,0.004529448691755533,0.49699402,0.007921817967231421,5-5,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,68,31388,0.004557657055556774,0.5008656,0.007950721405092603,5-5,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,119,5399,0.004998875316232443,0.54598415,0.00806958655770072,5-5,,,,,3.0,40.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,69,48188,0.004552139900624752,0.49996442,0.008086376782218112,5-5,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,27,76931,0.004632032476365566,0.50781864,0.008095559668506594,5-5,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,71,49868,0.004664057400077581,0.51205564,0.00809964484585197,5-5,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,41,22412,0.004548702854663134,0.49942312,0.008121459122324447,5-5,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,39,17057,0.004595659207552671,0.50489485,0.008131319604959393,5-5,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,38,12017,0.004661060404032469,0.51069206,0.008143012135412835,5-5,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,42,39212,0.004458577372133732,0.49160308,0.008201953525426702,5-5,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,67,22988,0.004711827263236046,0.5171915,0.008235146863710099,5-5,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,131,13208,0.004401532933115959,0.48497003,0.008238269532323312,5-5,,,,,3.0,60.0,0.0,leaky-relu
True,True,10.0,5.0,15.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,54,87692,0.004442716017365456,0.48881826,0.008243361315769712,5-5,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,77,50156,0.004488148260861635,0.49504596,0.008258757029378004,5-5,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,17,35843,0.0053921411745250225,0.587726,0.008274147838900622,5-5,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,57,16649,0.0051825447008013725,0.56441754,0.008277974809515483,5-5,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,30,12977,0.005318453069776297,0.58027226,0.008371860934623611,5-5,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,14,17363,0.005131562706083059,0.56087035,0.00840549304310071,5-5,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,81,107276,0.004542335867881775,0.4993123,0.008415930260811617,5-5,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,59,22004,0.005179558414965868,0.56547177,0.008429756392330227,5-5,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,70,30548,0.005098690278828144,0.55779105,0.008479608685271908,5-5,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,52,29732,0.004448158200830221,0.49081212,0.008488747607272222,5-5,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,51,47372,0.004879772197455168,0.5345079,0.008496357650604512,5-5,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,53,49052,0.004736775066703558,0.52034605,0.00851754631328153,5-5,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,103,5468,0.004870046861469746,0.5344276,0.008521263545386168,5-5,,,,,2.0,60.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,56,11609,0.005385144613683224,0.5873731,0.0085699803906114,5-5,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,78,66956,0.004423372447490692,0.48844916,0.008584643325505369,5-5,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,49,22172,0.004989332053810358,0.54554445,0.008602509839651036,5-5,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,21,14456,0.004620199557393789,0.50762904,0.00863266286205152,5-5,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,65,20993,0.004851101897656918,0.532657,0.008637280814078734,5-5,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,137,4279,0.005281062796711922,0.5764659,0.008652216529475993,5-5,,,,,5.0,20.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,43,21572,0.004897460341453552,0.5381055,0.008699893206562106,5-5,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,11,6968,0.00537877855822444,0.5879632,0.008706448378810449,5-5,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,64,18473,0.004793568979948759,0.52612996,0.008709315185135949,5-5,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,120,7847,0.005275536794215441,0.5749414,0.008733153088539084,5-5,,,,,3.0,40.0,0.0,leaky-relu
True,True,5.0,5.0,8.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,20,9416,0.004875581711530685,0.5341636,0.008747909731422301,5-5,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,48,25217,0.0046256841160357,0.51059526,0.008760913834226065,5-5,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,96,16968,0.004702195059508085,0.51745903,0.008766385549817336,5-5,,,,,2.0,40.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,45,79532,0.005739299114793539,0.625401,0.008792239184619167,5-5,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,159,28688,0.005344045348465443,0.58086866,0.008793469655232644,5-5,,,,,5.0,60.0,0.0,leaky-relu
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,135,40952,0.00505457678809762,0.5525203,0.008795547907239831,5-5,,,,,3.0,60.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,152,22704,0.004748432897031307,0.52298146,0.008819746722062687,5-5,,,,,5.0,40.0,0.0,leaky-relu
True,True,10.0,5.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,47,20177,0.005730764474719763,0.62290883,0.008822305383649667,5-5,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,79,49316,0.004759205039590597,0.52372503,0.008828232738034734,5-5,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,63,79124,0.005620819516479969,0.6113398,0.008833363348862951,5-5,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,22,11411,0.005288939457386732,0.57600003,0.008850111221434621,5-5,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,46,17657,0.005127026699483395,0.55901366,0.008857363562802046,5-5,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,129,10607,0.004911036230623722,0.53923154,0.00888665721290368,5-5,,,,,3.0,60.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,148,9648,0.005117357708513737,0.5594785,0.0089039209982155,5-5,,,,,5.0,40.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,80,68636,0.004518007393926382,0.49892306,0.008904439881802388,5-5,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,134,22184,0.005327918566763401,0.5843132,0.008940714569073973,5-5,,,,,3.0,60.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,121,6368,0.005361213814467192,0.5840682,0.008943446893507472,5-5,,,,,3.0,40.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,55,9089,0.005648514721542597,0.6120186,0.009005492791036778,5-5,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,50,30572,0.005284590646624565,0.5767658,0.009011965753042623,5-5,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,146,8679,0.0058157071471214294,0.6289423,0.009043956973197381,5-5,,,,,5.0,40.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,33,35132,0.0054667312651872635,0.5935078,0.009108332059475623,5-5,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,105,17708,0.005086579360067844,0.55739707,0.009114895631486463,5-5,,,,,2.0,60.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,35,36812,0.006017716135829687,0.6517894,0.00917598210154943,5-5,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,84,5467,0.00517025962471962,0.56636953,0.009187845858894072,5-5,,,,,2.0,20.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,16,16523,0.005234526004642248,0.5740993,0.009193776942893922,5-5,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,75,44801,0.004950568079948425,0.5441008,0.009206843173373324,5-5,,,,,,,,
