spinn_enabled_solution_u,spinn_enabled_dynamical_F,solution_u_subnet_args_output_dim,solution_u_subnet_args_layers_num,solution_u_subnet_args_hidden_dim,solution_u_subnet_args_dropout,solution_u_subnet_args_activation,dynamical_F_subnet_args_output_dim,dynamical_F_subnet_args_layers_num,dynamical_F_subnet_args_hidden_dim,dynamical_F_subnet_args_dropout,dynamical_F_subnet_args_activation,model_id,num_params,MAE,MAPE,RMSE,batch,solution_u_args_layers_num,solution_u_args_hidden_dim,solution_u_args_dropout,solution_u_args_activation,dynamical_F_args_layers_num,dynamical_F_args_hidden_dim,dynamical_F_args_dropout,dynamical_F_args_activation
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,115,8080,0.007255978882312775,0.7786162,0.009792122803440162,2-2,,,,,3.0,20.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,59,22004,0.007985005155205727,0.8529181,0.009878613943389779,2-2,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,95,8808,0.008023136295378208,0.8561444,0.010052828574610102,2-2,,,,,2.0,40.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,63,79124,0.008023276925086975,0.86062,0.01006285071856237,2-2,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,128,8159,0.007985861971974373,0.8602016,0.010073023247408183,2-2,,,,,3.0,60.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,11,6968,0.008062169887125492,0.86416674,0.01011550798419441,2-2,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,51,47372,0.008024911396205425,0.86210847,0.010117098922852638,2-2,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,71,49868,0.008352379314601421,0.8937233,0.010118283693152942,2-2,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,73,37241,0.00801168940961361,0.8546869,0.010147589477868134,2-2,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,138,6727,0.00828608125448227,0.8824418,0.010243865046690094,2-2,,,,,5.0,20.0,0.0,leaky-relu
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,235,14291,0.008028114214539528,0.85564154,0.010247010370217524,2-2,5.0,60.0,0.0,leaky-relu,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,116,17464,0.008010813035070896,0.8591014,0.010250348157833062,2-2,,,,,3.0,20.0,0.0,leaky-relu
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,222,33526,0.008107899688184261,0.859325,0.010279262574853664,2-2,5.0,20.0,0.0,leaky-relu,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,70,30548,0.008234121836721897,0.8856738,0.01028735341248776,2-2,,,,,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,31,9932,0.00798023771494627,0.85698414,0.010301232397961197,2-2,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,16,16523,0.00834366213530302,0.89557457,0.010363647906170476,2-2,,,,,,,,
True,True,10.0,5.0,15.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,53,49052,0.008188245818018913,0.8789998,0.010389824349928977,2-2,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,159,28688,0.008111299946904182,0.87042123,0.010407948671976388,2-2,,,,,5.0,60.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,33,35132,0.008014210499823093,0.86309814,0.010423978048578211,2-2,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,85,3988,0.007740231230854988,0.83463717,0.010429455925012727,2-2,,,,,2.0,20.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,157,16448,0.007749349810183048,0.8331827,0.01047336128134089,2-2,,,,,5.0,60.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,124,10040,0.008075143210589886,0.870934,0.010478760571674297,2-2,,,,,3.0,40.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,112,4408,0.007816391997039318,0.8445791,0.010507295728871133,2-2,,,,,3.0,20.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,122,10448,0.007992863655090332,0.8597685,0.010523583782078676,2-2,,,,,3.0,40.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,118,4175,0.008405769243836403,0.9043169,0.01070536185909759,2-2,,,,,3.0,40.0,0.0,leaky-relu
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,104,9548,0.008333747275173664,0.8983756,0.010733213591270295,2-2,,,,,2.0,60.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,119,5399,0.008567438460886478,0.9224709,0.01074298535981946,2-2,,,,,3.0,40.0,0.0,leaky-relu
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,198,73006,0.008718524128198624,0.9213557,0.010752309424943814,2-2,3.0,20.0,0.0,leaky-relu,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,43,21572,0.008577024564146996,0.9242094,0.01077726479714773,2-2,,,,,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,241,26366,0.008483519777655602,0.9073944,0.010812928465421303,2-2,5.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,231,37566,0.00857849232852459,0.9200275,0.010863363371151671,2-2,5.0,40.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,5,16139,0.00839111115783453,0.9041417,0.01087080364516143,2-2,,,,,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,126,38192,0.008395264856517315,0.9037895,0.010889910765911608,2-2,,,,,3.0,40.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,81,107276,0.008493668399751186,0.91609293,0.010897668085830904,2-2,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,3,10784,0.008518966846168041,0.9159575,0.010903316376937791,2-2,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,39,17057,0.00891111046075821,0.9554072,0.010941015284254398,2-2,,,,,,,,
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,212,19886,0.008505699224770069,0.91136247,0.010941605803126484,2-2,3.0,60.0,0.0,leaky-relu,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,37,9497,0.008931109681725502,0.95623314,0.010946884477234808,2-2,,,,,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,238,18806,0.008544612675905228,0.9175822,0.01096086597954588,2-2,5.0,60.0,0.0,leaky-relu,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,84,5467,0.00902362260967493,0.9573079,0.010981276794644241,2-2,,,,,2.0,20.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,103,5468,0.008553162217140198,0.9210611,0.011008119825930435,2-2,,,,,2.0,60.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,139,5248,0.008468304760754108,0.9142195,0.011025211283248954,2-2,,,,,5.0,20.0,0.0,leaky-relu
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,236,16811,0.008660594001412392,0.9266256,0.01103040014585117,2-2,5.0,60.0,0.0,leaky-relu,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,149,13728,0.008718786761164665,0.9384255,0.011060667194093968,2-2,,,,,5.0,40.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,10,4448,0.008807535283267498,0.9458512,0.011064940242574527,2-2,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,44,40892,0.008708976209163666,0.93702835,0.011074056306703856,2-2,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,21,14456,0.008749965578317642,0.9426893,0.011075974660340925,2-2,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,147,11127,0.008746428415179253,0.9400322,0.011107832506456654,2-2,,,,,5.0,40.0,0.0,leaky-relu
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,243,84326,0.008889700286090374,0.95227593,0.011131297079477503,2-2,5.0,60.0,0.0,leaky-relu,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,83,3019,0.008788435719907284,0.9456754,0.01114488859611552,2-2,,,,,2.0,20.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,79,49316,0.008981135673820972,0.96126544,0.011147944827945866,2-2,,,,,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,208,6971,0.008397180587053299,0.90360886,0.011155494345748754,2-2,3.0,60.0,0.0,leaky-relu,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,132,21368,0.00863590370863676,0.93423593,0.011240248076292184,2-2,,,,,3.0,60.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,67,22988,0.008961123414337635,0.9660732,0.011264378597556206,2-2,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,80,68636,0.00848226249217987,0.9199473,0.01127326432966313,2-2,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,94,4728,0.008741527795791626,0.94467944,0.011352166687590554,2-2,,,,,2.0,40.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,66,26033,0.008870042860507965,0.95536494,0.011368343160978366,2-2,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,68,31388,0.009404286742210388,1.0057034,0.011391506817035754,2-2,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,65,20993,0.009304305538535118,0.9999444,0.011431477270078576,2-2,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,127,6935,0.009311560541391373,1.0008255,0.011432302124176875,2-2,,,,,3.0,60.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,60,38804,0.008823798038065434,0.9504275,0.01144591253419821,2-2,,,,,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,233,39246,0.00898208748549223,0.96010965,0.011451983591792834,2-2,5.0,40.0,0.0,leaky-relu,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,105,17708,0.008648552000522614,0.938292,0.011460765136698114,2-2,,,,,2.0,60.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,89,17044,0.009416489861905575,1.0057667,0.011471722625251988,2-2,,,,,2.0,20.0,0.0,leaky-relu
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,239,27206,0.008627589792013168,0.92856884,0.011480862354398755,2-2,5.0,60.0,0.0,leaky-relu,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,69,48188,0.0090932073071599,0.9772355,0.011514266075003644,2-2,,,,,,,,
True,True,15.0,3.0,23.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,72,88508,0.009178638458251953,0.98994887,0.011524450456621437,2-2,,,,,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,120,7847,0.009170287288725376,0.98587126,0.011548028711690117,2-2,,,,,3.0,40.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,58,13604,0.008850576356053352,0.946355,0.011550250721565734,2-2,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,91,2535,0.008633085526525974,0.9309182,0.011583941767057373,2-2,,,,,2.0,40.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,57,16649,0.00915179867297411,0.9786258,0.011587287839132722,2-2,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,86,8068,0.009098270907998085,0.98184144,0.011599510876235288,2-2,,,,,2.0,20.0,0.0,leaky-relu
False,True,,,,,,10.0,3.0,15.0,0.0,leaky-relu,230,20766,0.009338770993053913,0.9978879,0.011607303270718985,2-2,5.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,215,38366,0.008480885997414589,0.9162901,0.011624730216393294,2-2,3.0,60.0,0.0,leaky-relu,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,141,17488,0.00923596415668726,0.99625623,0.011627695994056367,2-2,,,,,5.0,20.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,142,8920,0.008547880686819553,0.92253155,0.011634100594300468,2-2,,,,,5.0,20.0,0.0,leaky-relu
True,True,15.0,5.0,23.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,75,44801,0.00897433701902628,0.9687041,0.011645189891730136,2-2,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,158,20528,0.009337201714515686,1.0102526,0.011646070206855636,2-2,,,,,5.0,60.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,97,8400,0.00869571603834629,0.938398,0.011650516374633615,2-2,,,,,2.0,40.0,0.0,leaky-relu
True,True,10.0,5.0,15.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,46,17657,0.009278740733861923,0.99861634,0.011666251098032461,2-2,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,161,29504,0.009187562391161919,0.98991895,0.01166714728562757,2-2,,,,,5.0,60.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,100,3275,0.009105773642659187,0.9820077,0.01166869190948786,2-2,,,,,2.0,60.0,0.0,leaky-relu
True,True,10.0,5.0,15.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,48,25217,0.009278898127377033,1.0001022,0.011687564457265247,2-2,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,6,32939,0.00947346817702055,1.0095998,0.011703138706712692,2-2,,,,,,,,
False,True,,,,,,10.0,5.0,15.0,0.0,leaky-relu,240,44006,0.00902765616774559,0.9665868,0.011729452218267194,2-2,5.0,60.0,0.0,leaky-relu,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,41,22412,0.009446496143937111,1.0173749,0.011749922746498843,2-2,,,,,,,,
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,242,45686,0.009345783852040768,1.0004668,0.011771253970323203,2-2,5.0,60.0,0.0,leaky-relu,,,,
True,True,10.0,2.0,15.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,28,5417,0.00903357844799757,0.97469705,0.011779797509537776,2-2,,,,,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,227,10371,0.009460123255848885,1.008772,0.011791149029293811,2-2,5.0,40.0,0.0,leaky-relu,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,27,76931,0.009433407336473465,1.0173266,0.011809413097694392,2-2,,,,,,,,
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,152,22704,0.009108354337513447,0.98345846,0.01181813776121775,2-2,,,,,5.0,40.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,101,4499,0.009441416710615158,1.0167238,0.011843652116226656,2-2,,,,,2.0,60.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,125,19424,0.009575949050486088,1.0277914,0.01186346194878903,2-2,,,,,3.0,40.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,130,9128,0.009183590300381184,0.99324983,0.011867070718230517,2-2,,,,,3.0,60.0,0.0,leaky-relu
True,True,15.0,2.0,23.0,0.0,leaky-relu,15.0,3.0,23.0,0.0,leaky-relu,62,40484,0.009308388456702232,0.9999441,0.011882484395570186,2-2,,,,,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,202,9086,0.009172918274998665,0.9881732,0.011910037138484987,2-2,3.0,40.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,106,9140,0.00909100566059351,0.98085004,0.011919207639397682,2-2,,,,,2.0,60.0,0.0,leaky-relu
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,228,15411,0.009727316908538342,1.0357693,0.011924257347846681,2-2,5.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,234,77886,0.009415317326784134,1.0065553,0.011931781559013619,2-2,5.0,40.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,160,20120,0.009583964012563229,1.0329767,0.011946658634386953,2-2,,,,,5.0,60.0,0.0,leaky-relu
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,99,36552,0.00934396218508482,1.0117716,0.011959820591863212,2-2,,,,,2.0,40.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,110,3439,0.009130055084824562,0.9836768,0.011969422848701236,2-2,,,,,3.0,20.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,45,79532,0.009460937231779099,1.0201033,0.011971598856774679,2-2,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,15.0,2.0,23.0,0.0,leaky-relu,25,18971,0.009526852518320084,1.0263786,0.01201771319074908,2-2,,,,,,,,
True,True,5.0,3.0,8.0,0.0,leaky-relu,5.0,5.0,8.0,0.0,leaky-relu,12,12008,0.009548596106469631,1.0319626,0.012040110408637474,2-2,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,154,14255,0.009443668648600578,1.014945,0.012056824292074424,2-2,,,,,5.0,60.0,0.0,leaky-relu
True,True,10.0,5.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,47,20177,0.009631372056901455,1.018673,0.0120855220510284,2-2,,,,,,,,
True,True,5.0,5.0,8.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,19,6896,0.00945353601127863,1.0214301,0.01211907527968982,2-2,,,,,,,,
True,True,15.0,5.0,23.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,76,41756,0.009565383195877075,1.0316727,0.012197731767364576,2-2,,,,,,,,
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,148,9648,0.009531993418931961,1.0211118,0.012200774138887862,2-2,,,,,5.0,40.0,0.0,leaky-relu
True,True,10.0,3.0,15.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,40,14012,0.009806748479604721,1.056215,0.012217887580828687,2-2,,,,,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,237,21851,0.00936923362314701,1.0084366,0.012224322232236684,2-2,5.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,3.0,8.0,0.0,leaky-relu,209,9491,0.009227021597325802,0.9975903,0.012228138080591025,2-2,3.0,60.0,0.0,leaky-relu,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,88,7660,0.00910232961177826,0.9836387,0.012274257796175473,2-2,,,,,2.0,20.0,0.0,leaky-relu
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,199,4571,0.009188317693769932,0.9915464,0.012286347556422503,2-2,3.0,40.0,0.0,leaky-relu,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,4,7739,0.009530649520456791,1.0298984,0.012300100185748715,2-2,,,,,,,,
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,133,12800,0.00997898355126381,1.0776327,0.012319239245771229,2-2,,,,,3.0,60.0,0.0,leaky-relu
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,129,10607,0.009136475622653961,0.99354357,0.012325495249132776,2-2,,,,,3.0,60.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,29,7937,0.009249241091310978,0.99511826,0.012329966684714307,2-2,,,,,,,,
True,True,5.0,2.0,8.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,1,3224,0.009763157926499844,1.0432658,0.012338395204034746,2-2,,,,,,,,
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,123,18608,0.009373708628118038,1.013244,0.012351312318336563,2-2,,,,,3.0,40.0,0.0,leaky-relu
True,True,10.0,2.0,15.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,36,75452,0.009609309956431389,1.0388393,0.012361129621348521,2-2,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,140,9328,0.010026713833212852,1.0775638,0.012371589021334103,2-2,,,,,5.0,20.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,10.0,3.0,15.0,0.0,leaky-relu,14,17363,0.009951788000762463,1.0724577,0.012378718489280452,2-2,,,,,,,,
False,True,,,,,,5.0,2.0,8.0,0.0,leaky-relu,226,7851,0.009707662276923656,1.03867,0.012384044389639776,2-2,5.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,10.0,2.0,15.0,0.0,leaky-relu,193,7486,0.009375340305268764,1.0103966,0.012427989213895974,2-2,3.0,20.0,0.0,leaky-relu,,,,
False,True,,,,,,5.0,5.0,8.0,0.0,leaky-relu,210,14531,0.009108838625252247,0.98398495,0.012428944630432924,2-2,3.0,60.0,0.0,leaky-relu,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,5.0,3.0,8.0,0.0,leaky-relu,38,12017,0.010160325095057487,1.0904008,0.01243844913297098,2-2,,,,,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,113,8488,0.009779142215847969,1.0572786,0.012446628237069093,2-2,,,,,3.0,20.0,0.0,leaky-relu
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,135,40952,0.00954423937946558,1.0360097,0.012460179436653888,2-2,,,,,3.0,60.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,143,18304,0.00993709359318018,1.067724,0.012462672013646285,2-2,,,,,5.0,20.0,0.0,leaky-relu
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,82,1795,0.009532878175377846,1.0180932,0.012470138586689357,2-2,,,,,2.0,20.0,0.0,leaky-relu
False,True,,,,,,15.0,5.0,23.0,0.0,leaky-relu,216,77006,0.009792696684598923,1.0535165,0.012472924347018797,2-2,3.0,60.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,232,19926,0.009351985529065132,1.0102854,0.012475241158941231,2-2,5.0,40.0,0.0,leaky-relu,,,,
True,False,5.0,5.0,8.0,0.0,leaky-relu,,,,,,156,17927,0.009767048060894012,1.0581949,0.012495369747459623,2-2,,,,,5.0,60.0,0.0,leaky-relu
False,True,,,,,,15.0,3.0,23.0,0.0,leaky-relu,206,35966,0.008865725249052048,0.9632091,0.012499315319457773,2-2,3.0,40.0,0.0,leaky-relu,,,,
False,True,,,,,,15.0,2.0,23.0,0.0,leaky-relu,214,19046,0.009386787191033363,1.0092214,0.012514951451473546,2-2,3.0,60.0,0.0,leaky-relu,,,,
True,False,10.0,3.0,15.0,0.0,leaky-relu,,,,,,131,13208,0.009933162480592728,1.0730329,0.012525580400215659,2-2,,,,,3.0,60.0,0.0,leaky-relu
True,False,15.0,3.0,23.0,0.0,leaky-relu,,,,,,98,17784,0.009685921482741833,1.046519,0.012542827865658203,2-2,,,,,2.0,40.0,0.0,leaky-relu
True,True,5.0,5.0,8.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,22,11411,0.009368150494992733,1.0141506,0.012595419283134018,2-2,,,,,,,,
True,True,10.0,3.0,15.0,0.0,leaky-relu,10.0,5.0,15.0,0.0,leaky-relu,42,39212,0.010186715982854366,1.0990343,0.012608654766573607,2-2,,,,,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,144,37072,0.009896282106637955,1.0716149,0.012617917226129724,2-2,,,,,5.0,20.0,0.0,leaky-relu
True,True,15.0,3.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,64,18473,0.009929771535098553,1.0721775,0.012622588274305768,2-2,,,,,,,,
True,True,15.0,2.0,23.0,0.0,leaky-relu,5.0,2.0,8.0,0.0,leaky-relu,55,9089,0.009673865512013435,1.0421919,0.012624258639340896,2-2,,,,,,,,
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,92,3759,0.009967712685465813,1.0693989,0.012634713285176772,2-2,,,,,2.0,40.0,0.0,leaky-relu
True,False,10.0,2.0,15.0,0.0,leaky-relu,,,,,,121,6368,0.010289642959833145,1.1046343,0.01264473176193378,2-2,,,,,3.0,40.0,0.0,leaky-relu
True,False,15.0,2.0,23.0,0.0,leaky-relu,,,,,,151,13320,0.010012605227530003,1.0806134,0.01264769307181896,2-2,,,,,5.0,40.0,0.0,leaky-relu
True,True,10.0,5.0,15.0,0.0,leaky-relu,10.0,2.0,15.0,0.0,leaky-relu,49,22172,0.009732881560921669,1.0522087,0.01269493423411896,2-2,,,,,,,,
True,False,5.0,2.0,8.0,0.0,leaky-relu,,,,,,145,7455,0.009810622781515121,1.0581717,0.01275084630166044,2-2,,,,,5.0,40.0,0.0,leaky-relu
True,False,10.0,5.0,15.0,0.0,leaky-relu,,,,,,96,16968,0.010291622020304203,1.1051333,0.012783465468349877,2-2,,,,,2.0,40.0,0.0,leaky-relu
True,True,5.0,3.0,8.0,0.0,leaky-relu,15.0,5.0,23.0,0.0,leaky-relu,18,74483,0.009985524229705334,1.0805415,0.012817469097028676,2-2,,,,,,,,
True,False,15.0,5.0,23.0,0.0,leaky-relu,,,,,,90,35812,0.010167287662625313,1.0961933,0.012847473948417062,2-2,,,,,2.0,20.0,0.0,leaky-relu
True,False,5.0,3.0,8.0,0.0,leaky-relu,,,,,,155,15479,0.010311736725270748,1.1151295,0.012850166583051208,2-2,,,,,5.0,60.0,0.0,leaky-relu
