dynamical_F_subnet_args_hidden_dim,dynamical_F_subnet_args_activation,solution_u_subnet_args_hidden_dim,solution_u_subnet_args_activation,spinn_enabled_dynamical_F,solution_u_args_layers_num,dynamical_F_subnet_args_output_dim,solution_u_args_hidden_dim,dynamical_F_args_dropout,dynamical_F_subnet_args_dropout,solution_u_args_dropout,model_id,dynamical_F_subnet_args_layers_num,solution_u_subnet_args_dropout,solution_u_args_activation,dynamical_F_args_activation,solution_u_subnet_args_layers_num,solution_u_subnet_args_output_dim,num_params,dynamical_F_args_hidden_dim,spinn_enabled_solution_u,dynamical_F_args_layers_num,mean_MAE,mean_MAPE,mean_RMSE
-1.0,-1,15.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,122,-1.0,0.0,-1,leaky-relu,3.0,10.0,10448,40.0,True,3.0,0.008669531593720067,0.9370434166666667,0.011531205923207883
23.0,leaky-relu,-1.0,-1,True,5.0,15.0,60.0,-1.0,0.0,0.0,242,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,45686,-1.0,False,-1.0,0.008328420265267233,0.9050317733333334,0.011534647882076166
-1.0,-1,15.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,94,-1.0,0.0,-1,leaky-relu,2.0,10.0,4728,40.0,True,2.0,0.008215521229430983,0.8916673566666667,0.011552002047346667
8.0,sin,15.0,sin,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,20,3.0,0.0,-1,-1,5.0,10.0,20177,-1.0,True,-1.0,0.008693351643159986,0.938036655386289,0.011561270144210918
15.0,leaky-relu,8.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,23,3.0,0.0,-1,-1,5.0,5.0,19811,-1.0,True,-1.0,0.008629246304432485,0.9331980883333334,0.011594512338261835
15.0,sin,15.0,sin,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,17,3.0,0.0,-1,-1,5.0,10.0,30572,-1.0,True,-1.0,0.008672278063992659,0.9384360909461975,0.011595828717868198
-1.0,-1,23.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,97,-1.0,0.0,-1,leaky-relu,2.0,15.0,8400,40.0,True,2.0,0.008269907751431016,0.89607815,0.011670797670854082
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,146,-1.0,0.0,-1,leaky-relu,3.0,5.0,8679,40.0,True,5.0,0.009020313465346833,0.9694104233333333,0.011696102499289882
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,83,-1.0,0.0,-1,leaky-relu,3.0,5.0,3019,20.0,True,2.0,0.008402240928262417,0.9121020966666666,0.011699797895499965
15.0,leaky-relu,8.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,15,5.0,0.0,-1,-1,3.0,5.0,34163,-1.0,True,-1.0,0.008721387557064449,0.9445108983333333,0.011742583753237182
8.0,leaky-relu,8.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,12,5.0,0.0,-1,-1,3.0,5.0,12008,-1.0,True,-1.0,0.008555283614744716,0.9296190233333333,0.0117691596201073
-1.0,-1,15.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,121,-1.0,0.0,-1,leaky-relu,2.0,10.0,6368,40.0,True,3.0,0.008663672953844034,0.9357104233333334,0.011788447373648566
-1.0,-1,15.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,140,-1.0,0.0,-1,leaky-relu,3.0,10.0,9328,20.0,True,5.0,0.008562039118260117,0.9272710783333333,0.011867875858452248
8.0,leaky-relu,15.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,37,2.0,0.0,-1,-1,3.0,10.0,9497,-1.0,True,-1.0,0.008457865100353916,0.9157997816666666,0.0118904105502139
-1.0,-1,15.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,148,-1.0,0.0,-1,leaky-relu,2.0,10.0,9648,40.0,True,5.0,0.008777548714230417,0.947464605,0.011913238494698749
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,92,-1.0,0.0,-1,leaky-relu,3.0,5.0,3759,40.0,True,2.0,0.008837154135107933,0.9557422,0.011914605304015584
8.0,leaky-relu,23.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,73,2.0,0.0,-1,-1,5.0,15.0,37241,-1.0,True,-1.0,0.0085328016430139,0.9217555333333335,0.011917412142573266
8.0,leaky-relu,-1.0,-1,True,5.0,5.0,60.0,-1.0,0.0,0.0,236,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,16811,-1.0,False,-1.0,0.008560255480309283,0.9331510666666668,0.01196205646602725
15.0,leaky-relu,-1.0,-1,True,5.0,10.0,60.0,-1.0,0.0,0.0,240,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,44006,-1.0,False,-1.0,0.008676047514503134,0.9428351383333333,0.011972080342108516
8.0,leaky-relu,-1.0,-1,True,3.0,5.0,60.0,-1.0,0.0,0.0,210,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,14531,-1.0,False,-1.0,0.008460945372159233,0.9196340416666667,0.011984740623433283
15.0,leaky-relu,-1.0,-1,True,5.0,10.0,40.0,-1.0,0.0,0.0,231,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,37566,-1.0,False,-1.0,0.008647185439864733,0.942327905,0.011996784956844466
23.0,leaky-relu,23.0,leaky-relu,True,-1.0,15.0,-1.0,-1.0,0.0,-1.0,62,3.0,0.0,-1,-1,2.0,15.0,40484,-1.0,True,-1.0,0.008813101643075484,0.95354051,0.012021575407695266
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,137,-1.0,0.0,-1,leaky-relu,3.0,5.0,4279,20.0,True,5.0,0.008995348587632132,0.9726210483333332,0.012054947259735783
-1.0,-1,15.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,85,-1.0,0.0,-1,leaky-relu,2.0,10.0,3988,20.0,True,2.0,0.008602394567181617,0.9329342416666666,0.012105043289903151
-1.0,-1,23.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,88,-1.0,0.0,-1,leaky-relu,2.0,15.0,7660,20.0,True,2.0,0.008656503477444183,0.9368283333333333,0.012148044980303583
23.0,leaky-relu,8.0,leaky-relu,True,-1.0,15.0,-1.0,-1.0,0.0,-1.0,17,3.0,0.0,-1,-1,3.0,5.0,35843,-1.0,True,-1.0,0.009366809468095467,1.0118484433333332,0.012150458193608951
15.0,leaky-relu,23.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,59,3.0,0.0,-1,-1,2.0,15.0,22004,-1.0,True,-1.0,0.0088332337327301,0.9569906549999999,0.01217988182722235
-1.0,-1,23.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,115,-1.0,0.0,-1,leaky-relu,2.0,15.0,8080,20.0,True,3.0,0.008871815167367417,0.9591491083333333,0.012225128225924899
23.0,leaky-relu,-1.0,-1,True,5.0,15.0,60.0,-1.0,0.0,0.0,241,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,26366,-1.0,False,-1.0,0.008956432963410983,0.9741733166666666,0.01224080392328955
8.0,leaky-relu,23.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,57,5.0,0.0,-1,-1,2.0,15.0,16649,-1.0,True,-1.0,0.008786522550508333,0.9499421666666666,0.01225818781762065
8.0,leaky-relu,8.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,3,5.0,0.0,-1,-1,2.0,5.0,10784,-1.0,True,-1.0,0.009026523601884584,0.9760541016666666,0.012268935590361865
23.0,leaky-relu,-1.0,-1,True,5.0,15.0,40.0,-1.0,0.0,0.0,234,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,77886,-1.0,False,-1.0,0.00880128921320035,0.95858499,0.012314393744260433
8.0,leaky-relu,8.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,11,3.0,0.0,-1,-1,3.0,5.0,6968,-1.0,True,-1.0,0.00908931174005065,0.9790502733333334,0.012324290849157635
8.0,leaky-relu,-1.0,-1,True,5.0,5.0,40.0,-1.0,0.0,0.0,228,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,15411,-1.0,False,-1.0,0.009473665850236967,1.0254587583333332,0.012352067933127216
15.0,leaky-relu,15.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,40,2.0,0.0,-1,-1,3.0,10.0,14012,-1.0,True,-1.0,0.008942807791754567,0.970372845,0.012386727588127235
15.0,leaky-relu,-1.0,-1,True,5.0,10.0,60.0,-1.0,0.0,0.0,239,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,27206,-1.0,False,-1.0,0.008752256554240933,0.9531789283333333,0.0124005253955065
8.0,leaky-relu,-1.0,-1,True,5.0,5.0,40.0,-1.0,0.0,0.0,227,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,10371,-1.0,False,-1.0,0.008938232048725034,0.9745961933333334,0.012418686349873633
15.0,leaky-relu,23.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,60,5.0,0.0,-1,-1,2.0,15.0,38804,-1.0,True,-1.0,0.00865499481248355,0.9399239183333333,0.012452431192728583
15.0,leaky-relu,-1.0,-1,True,5.0,10.0,60.0,-1.0,0.0,0.0,238,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,18806,-1.0,False,-1.0,0.008641766849905216,0.9417523333333334,0.012467683001157318
23.0,leaky-relu,-1.0,-1,True,3.0,15.0,60.0,-1.0,0.0,0.0,216,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,77006,-1.0,False,-1.0,0.008909574865053067,0.9667776016666667,0.012468787549890668
-1.0,-1,15.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,139,-1.0,0.0,-1,leaky-relu,2.0,10.0,5248,20.0,True,5.0,0.008886279305443117,0.9624947533333333,0.012469313811052466
8.0,leaky-relu,-1.0,-1,True,3.0,5.0,60.0,-1.0,0.0,0.0,209,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,9491,-1.0,False,-1.0,0.008561682887375317,0.9302159816666666,0.012488421073575534
23.0,leaky-relu,15.0,leaky-relu,True,-1.0,15.0,-1.0,-1.0,0.0,-1.0,35,3.0,0.0,-1,-1,2.0,10.0,36812,-1.0,True,-1.0,0.009037108859047233,0.9793630333333333,0.012501658247991418
15.0,leaky-relu,-1.0,-1,True,3.0,10.0,60.0,-1.0,0.0,0.0,213,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,36686,-1.0,False,-1.0,0.008972289273515266,0.9759197500000001,0.012512982434471432
-1.0,-1,23.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,133,-1.0,0.0,-1,leaky-relu,2.0,15.0,12800,60.0,True,3.0,0.009025370934978084,0.9768925999999999,0.0125754225416925
-1.0,-1,23.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,151,-1.0,0.0,-1,leaky-relu,2.0,15.0,13320,40.0,True,5.0,0.009073746390640684,0.9834558733333334,0.012592827310020517
-1.0,-1,15.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,130,-1.0,0.0,-1,leaky-relu,2.0,10.0,9128,60.0,True,3.0,0.009155589000632318,0.9909779099999999,0.012605351145392385
8.0,leaky-relu,23.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,64,2.0,0.0,-1,-1,3.0,15.0,18473,-1.0,True,-1.0,0.009497104988743801,1.025080685,0.012633789273007416
-1.0,-1,15.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,103,-1.0,0.0,-1,leaky-relu,2.0,10.0,5468,60.0,True,2.0,0.00887828886819375,0.9639939666666666,0.012660867368785566
-1.0,-1,23.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,142,-1.0,0.0,-1,leaky-relu,2.0,15.0,8920,20.0,True,5.0,0.009341117615501033,1.0078281416666666,0.012679947454720569
-1.0,-1,23.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,106,-1.0,0.0,-1,leaky-relu,2.0,15.0,9140,60.0,True,2.0,0.009076057389999384,0.9846139116666667,0.012701799395258034
23.0,leaky-relu,-1.0,-1,True,5.0,15.0,40.0,-1.0,0.0,0.0,233,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,39246,-1.0,False,-1.0,0.0091716258320957,0.999135875,0.0128070582409514
8.0,leaky-relu,-1.0,-1,True,5.0,5.0,40.0,-1.0,0.0,0.0,226,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,7851,-1.0,False,-1.0,0.008971172617748333,0.9780241783333333,0.012855399396353733
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,82,-1.0,0.0,-1,leaky-relu,2.0,5.0,1795,20.0,True,2.0,0.009476950547347417,1.0237467266666667,0.012914907903189965
-1.0,-1,23.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,124,-1.0,0.0,-1,leaky-relu,2.0,15.0,10040,40.0,True,3.0,0.009658133378252316,1.0431018666666667,0.01294087824671205
23.0,leaky-relu,-1.0,-1,True,3.0,15.0,40.0,-1.0,0.0,0.0,206,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,35966,-1.0,False,-1.0,0.009038098544503199,0.9830345500000001,0.012984431223849768
23.0,leaky-relu,-1.0,-1,True,3.0,15.0,40.0,-1.0,0.0,0.0,207,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,74606,-1.0,False,-1.0,0.009157248617460282,0.9936266816666667,0.0129995605538585
23.0,leaky-relu,15.0,leaky-relu,True,-1.0,15.0,-1.0,-1.0,0.0,-1.0,36,5.0,0.0,-1,-1,2.0,10.0,75452,-1.0,True,-1.0,0.009304064791649516,1.0064141533333333,0.013005817192615949
8.0,leaky-relu,8.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,10,2.0,0.0,-1,-1,3.0,5.0,4448,-1.0,True,-1.0,0.0097374673156688,1.0494632166666666,0.013044453832389384
23.0,leaky-relu,-1.0,-1,True,3.0,15.0,60.0,-1.0,0.0,0.0,215,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,38366,-1.0,False,-1.0,0.009461424779146833,1.0256026833333334,0.01304891311972225
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,91,-1.0,0.0,-1,leaky-relu,2.0,5.0,2535,40.0,True,2.0,0.010128253915657534,1.09313115,0.013166640395174635
15.0,leaky-relu,15.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,33,5.0,0.0,-1,-1,2.0,10.0,35132,-1.0,True,-1.0,0.009838046117996118,1.05803624,0.013176611482411333
15.0,leaky-relu,23.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,58,2.0,0.0,-1,-1,2.0,15.0,13604,-1.0,True,-1.0,0.009561243389422634,1.0337477099999999,0.013180252723088468
8.0,leaky-relu,-1.0,-1,True,3.0,5.0,40.0,-1.0,0.0,0.0,200,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,7091,-1.0,False,-1.0,0.00888428309311465,0.9713768766666666,0.013187885390396835
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,154,-1.0,0.0,-1,leaky-relu,2.0,5.0,14255,60.0,True,5.0,0.009364001763363633,1.0169286366666666,0.013198561318040668
8.0,leaky-relu,-1.0,-1,True,5.0,5.0,60.0,-1.0,0.0,0.0,235,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,14291,-1.0,False,-1.0,0.009405252911771285,1.0240586233333333,0.0132072396906808
8.0,leaky-relu,-1.0,-1,True,3.0,5.0,40.0,-1.0,0.0,0.0,201,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,12131,-1.0,False,-1.0,0.009330634648601167,1.0159492316666667,0.013219719064148415
23.0,leaky-relu,23.0,leaky-relu,True,-1.0,15.0,-1.0,-1.0,0.0,-1.0,61,2.0,0.0,-1,-1,2.0,15.0,21164,-1.0,True,-1.0,0.00931697951940195,1.0121267416666668,0.013228451087153566
-1.0,-1,23.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,160,-1.0,0.0,-1,leaky-relu,2.0,15.0,20120,60.0,True,5.0,0.00919940066523845,0.9987631616666667,0.013252213376104148
8.0,leaky-relu,-1.0,-1,True,3.0,5.0,60.0,-1.0,0.0,0.0,208,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,6971,-1.0,False,-1.0,0.009367319910476566,1.0130123483333333,0.013288507341087268
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,136,-1.0,0.0,-1,leaky-relu,2.0,5.0,3055,20.0,True,5.0,0.0095698436101277,1.0350315833333334,0.013352539448479632
15.0,leaky-relu,-1.0,-1,True,3.0,10.0,40.0,-1.0,0.0,0.0,203,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,17486,-1.0,False,-1.0,0.00937747443094845,1.0216497766666668,0.013401507862138617
15.0,leaky-relu,15.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,31,2.0,0.0,-1,-1,2.0,10.0,9932,-1.0,True,-1.0,0.010086100238064867,1.0865104266666668,0.013407379972112735
15.0,leaky-relu,-1.0,-1,True,3.0,10.0,40.0,-1.0,0.0,0.0,204,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,34286,-1.0,False,-1.0,0.009577290543044566,1.0406824266666665,0.013429240441392085
15.0,leaky-relu,-1.0,-1,True,5.0,10.0,40.0,-1.0,0.0,0.0,229,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,12366,-1.0,False,-1.0,0.009843777865171367,1.0682427333333333,0.013484175910965818
8.0,leaky-relu,15.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,30,5.0,0.0,-1,-1,2.0,10.0,12977,-1.0,True,-1.0,0.010392255382612283,1.119101485,0.013499283991097366
15.0,leaky-relu,-1.0,-1,True,3.0,10.0,60.0,-1.0,0.0,0.0,211,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,11486,-1.0,False,-1.0,0.009904566376159532,1.0722171933333333,0.013526385892916916
8.0,leaky-relu,15.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,28,2.0,0.0,-1,-1,2.0,10.0,5417,-1.0,True,-1.0,0.009968917195995583,1.08046302,0.013526784170777134
8.0,leaky-relu,23.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,56,3.0,0.0,-1,-1,2.0,15.0,11609,-1.0,True,-1.0,0.009961641471212068,1.0775358333333334,0.013602859427986834
15.0,leaky-relu,8.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,6,5.0,0.0,-1,-1,2.0,5.0,32939,-1.0,True,-1.0,0.010042875229070533,1.0883042333333333,0.013665622599618751
15.0,leaky-relu,-1.0,-1,True,3.0,10.0,60.0,-1.0,0.0,0.0,212,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,19886,-1.0,False,-1.0,0.010232889714340334,1.10438904,0.013696731871052484
15.0,leaky-relu,8.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,4,2.0,0.0,-1,-1,2.0,5.0,7739,-1.0,True,-1.0,0.009944069587315066,1.07740025,0.013778635398145568
23.0,leaky-relu,-1.0,-1,True,5.0,15.0,40.0,-1.0,0.0,0.0,232,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,19926,-1.0,False,-1.0,0.0092868089365462,1.0175840333333335,0.013780470193991751
23.0,leaky-relu,8.0,leaky-relu,True,-1.0,15.0,-1.0,-1.0,0.0,-1.0,8,3.0,0.0,-1,-1,2.0,5.0,34619,-1.0,True,-1.0,0.010113779998694816,1.0917969233333333,0.013804256812012366
15.0,leaky-relu,-1.0,-1,True,5.0,10.0,40.0,-1.0,0.0,0.0,230,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,20766,-1.0,False,-1.0,0.009923696052283,1.0800930333333334,0.013882772601490631
15.0,leaky-relu,15.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,32,3.0,0.0,-1,-1,2.0,10.0,18332,-1.0,True,-1.0,0.010297565332924299,1.1169577966666668,0.013935003324523132
15.0,leaky-relu,-1.0,-1,True,3.0,10.0,40.0,-1.0,0.0,0.0,202,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,9086,-1.0,False,-1.0,0.010470799325654848,1.1340844233333334,0.0142387002047529
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,100,-1.0,0.0,-1,leaky-relu,2.0,5.0,3275,60.0,True,2.0,0.011089234690492283,1.1997384083333333,0.014271593164373651
15.0,leaky-relu,-1.0,-1,True,5.0,10.0,20.0,-1.0,0.0,0.0,222,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,33526,-1.0,False,-1.0,0.010053020125875833,1.0981533666666665,0.014461538787093017
15.0,leaky-relu,8.0,leaky-relu,True,-1.0,10.0,-1.0,-1.0,0.0,-1.0,13,2.0,0.0,-1,-1,3.0,5.0,8963,-1.0,True,-1.0,0.010609216755256,1.1513982,0.014465869960447882
23.0,leaky-relu,15.0,leaky-relu,True,-1.0,15.0,-1.0,-1.0,0.0,-1.0,34,2.0,0.0,-1,-1,2.0,10.0,17492,-1.0,True,-1.0,0.010885914865260268,1.1717579333333334,0.014469669579898349
8.0,leaky-relu,8.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,1,2.0,0.0,-1,-1,2.0,5.0,3224,-1.0,True,-1.0,0.01174727020164325,1.262422795,0.014512640644948083
8.0,leaky-relu,23.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,55,2.0,0.0,-1,-1,2.0,15.0,9089,-1.0,True,-1.0,0.011324258598809383,1.21471205,0.014673091143760317
15.0,leaky-relu,-1.0,-1,True,3.0,10.0,20.0,-1.0,0.0,0.0,194,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,15886,-1.0,False,-1.0,0.010106847000618717,1.1007884416666667,0.01471318965208245
15.0,leaky-relu,-1.0,-1,True,3.0,10.0,20.0,-1.0,0.0,0.0,195,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,32686,-1.0,False,-1.0,0.0102124204859137,1.1121833333333333,0.014779061413128734
23.0,leaky-relu,-1.0,-1,True,3.0,15.0,20.0,-1.0,0.0,0.0,197,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,34366,-1.0,False,-1.0,0.0101891341619193,1.1072185616666668,0.014882295954570683
23.0,leaky-relu,-1.0,-1,True,3.0,15.0,20.0,-1.0,0.0,0.0,196,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,15046,-1.0,False,-1.0,0.01094782414535675,1.1855967833333334,0.014932288106133618
8.0,leaky-relu,-1.0,-1,True,3.0,5.0,20.0,-1.0,0.0,0.0,192,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,10531,-1.0,False,-1.0,0.010107947203020183,1.1023294166666666,0.014968339165507017
23.0,leaky-relu,-1.0,-1,True,3.0,15.0,60.0,-1.0,0.0,0.0,214,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,19046,-1.0,False,-1.0,0.010565537338455451,1.1419446766666665,0.015007872038550035
-1.0,-1,8.0,leaky-relu,False,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,127,-1.0,0.0,-1,leaky-relu,2.0,5.0,6935,60.0,True,3.0,0.011467940794924832,1.240891525,0.015185551320338183
8.0,leaky-relu,-1.0,-1,True,5.0,5.0,20.0,-1.0,0.0,0.0,219,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,11371,-1.0,False,-1.0,0.011007998604327383,1.1989829666666667,0.015298658377789468
23.0,leaky-relu,-1.0,-1,True,3.0,15.0,20.0,-1.0,0.0,0.0,198,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,73006,-1.0,False,-1.0,0.010371065232902717,1.131085405,0.015388544065975932
23.0,leaky-relu,-1.0,-1,True,5.0,15.0,20.0,-1.0,0.0,0.0,225,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,73846,-1.0,False,-1.0,0.011023608502000517,1.1947668166666667,0.01538959673998505
15.0,leaky-relu,-1.0,-1,True,2.0,10.0,60.0,-1.0,0.0,0.0,185,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,16226,-1.0,False,-1.0,0.011033098135764334,1.1916150666666667,0.015456692472807116
15.0,leaky-relu,-1.0,-1,True,2.0,10.0,60.0,-1.0,0.0,0.0,184,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,7826,-1.0,False,-1.0,0.01121455337852235,1.2127907516666667,0.015523594925107749
23.0,leaky-relu,8.0,leaky-relu,True,-1.0,15.0,-1.0,-1.0,0.0,-1.0,9,5.0,0.0,-1,-1,2.0,5.0,73259,-1.0,True,-1.0,0.01153474013941975,1.24746376,0.015636225760457617
8.0,leaky-relu,-1.0,-1,True,3.0,5.0,40.0,-1.0,0.0,0.0,199,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,4571,-1.0,False,-1.0,0.010471363241473767,1.1360811366666665,0.01567066150826345
8.0,leaky-relu,-1.0,-1,True,2.0,5.0,40.0,-1.0,0.0,0.0,174,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,10491,-1.0,False,-1.0,0.0113500949616233,1.2273342166666665,0.015686140729895968
8.0,leaky-relu,-1.0,-1,True,2.0,5.0,60.0,-1.0,0.0,0.0,183,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,10871,-1.0,False,-1.0,0.011777258788545866,1.2688819083333334,0.015726873145546782
8.0,leaky-relu,8.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,2,3.0,0.0,-1,-1,2.0,5.0,5744,-1.0,True,-1.0,0.012019998316342567,1.294740475,0.015796001724881582
15.0,leaky-relu,-1.0,-1,True,3.0,10.0,20.0,-1.0,0.0,0.0,193,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,7486,-1.0,False,-1.0,0.010837200563400934,1.1826298166666667,0.015850959435326065
8.0,leaky-relu,15.0,leaky-relu,True,-1.0,5.0,-1.0,-1.0,0.0,-1.0,29,3.0,0.0,-1,-1,2.0,10.0,7937,-1.0,True,-1.0,0.010945088074852968,1.1878381216666667,0.0159216542006454
23.0,leaky-relu,-1.0,-1,True,5.0,15.0,20.0,-1.0,0.0,0.0,223,2.0,-1.0,leaky-relu,-1,-1.0,-1.0,15886,-1.0,False,-1.0,0.011655245752384217,1.2676380166666668,0.01612414820508895
15.0,leaky-relu,-1.0,-1,True,2.0,10.0,60.0,-1.0,0.0,0.0,186,5.0,-1.0,leaky-relu,-1,-1.0,-1.0,33026,-1.0,False,-1.0,0.011836901462326401,1.2781125,0.016180711552355603
8.0,leaky-relu,-1.0,-1,True,5.0,5.0,20.0,-1.0,0.0,0.0,218,3.0,-1.0,leaky-relu,-1,-1.0,-1.0,6331,-1.0,False,-1.0,0.012032156654943968,1.3024875683333332,0.016268062495242267
